order_item_id,order_id,product_id,quantity,unit_price
171,99,82,1,74.38
172,100,30,2,49.73
173,101,39,2,86.95
174,101,1,1,238.05
175,102,72,1,62.8
176,103,60,3,67.91
177,104,32,1,127.35
178,104,38,3,204.52
179,104,135,3,16.46
180,105,91,1,43.89
181,106,113,1,251.9
182,106,5,1,458.98
183,106,42,1,79.0
184,106,6,3,745.89
185,107,2,1,181.58
186,108,53,1,85.52
187,109,104,1,60.04
188,110,8,3,734.18
189,110,103,1,211.32
190,111,55,1,37.71
191,112,89,1,48.84
192,113,81,1,68.19
193,113,10,2,838.97
194,114,71,3,107.68
195,115,10,1,838.97
196,115,35,1,141.88
197,116,12,1,291.66
198,117,125,1,28.47
199,118,122,1,28.33
200,119,86,1,45.8
201,120,97,1,30.35
202,120,88,1,71.77
203,121,78,1,69.84
204,122,9,1,862.58
205,122,80,1,32.22
206,122,20,2,612.21
207,123,69,2,88.59
208,124,4,1,658.93
209,125,54,3,92.51
210,126,30,2,49.73
211,127,110,1,281.47
212,127,128,1,27.31
213,128,119,1,14.03
214,128,22,3,436.01
215,129,19,1,648.16
216,130,41,1,98.17
217,131,88,1,71.77
218,131,36,1,147.35
219,132,25,1,142.14
220,133,133,1,8.93
221,133,99,2,27.32
222,134,12,1,291.66
223,135,62,1,117.98
224,135,1,2,238.05
225,136,5,1,458.98
226,137,56,1,32.92
227,138,27,1,229.61
228,139,76,1,55.63
229,139,35,2,141.88
230,140,47,1,116.51
231,141,6,1,745.89
232,141,88,3,71.77
233,142,140,2,30.07
234,142,93,1,52.15
235,142,97,2,30.35
236,143,1,1,238.05
237,144,77,1,63.71
238,145,124,2,26.24
239,146,120,1,26.42
240,147,55,1,37.71
241,148,117,1,91.35
242,149,96,3,41.53
243,149,124,1,26.24
244,149,103,2,211.32
245,150,131,1,21.15
246,150,24,1,36.71
247,151,28,2,120.83
248,152,41,1,98.17
249,153,124,1,26.24
250,154,100,1,143.49
251,154,26,1,26.16
252,154,69,2,88.59
253,155,56,1,32.92
254,156,116,3,293.64
255,156,87,2,36.61
256,157,25,1,142.14
257,158,65,1,95.93
258,158,113,1,251.9
259,159,41,1,98.17
260,160,115,1,48.71
261,160,58,2,38.13
262,161,27,1,229.61
263,162,87,2,36.61
264,162,21,1,80.06
265,163,35,1,141.88
266,163,118,1,24.31
267,164,103,1,211.32
268,164,13,1,189.93
269,164,1,2,238.05
270,165,91,1,43.89
271,165,102,1,178.7
272,165,55,1,37.71
273,166,88,1,71.77
274,167,139,1,10.52
275,167,29,2,179.49
276,167,58,1,38.13
277,167,82,1,74.38
278,168,32,1,127.35
279,168,45,1,89.48
280,169,41,1,98.17
281,169,129,1,6.32
282,169,131,2,21.15
283,169,47,1,116.51
284,170,25,1,142.14
285,170,5,1,458.98
286,171,74,1,31.11
287,171,79,1,16.91
288,171,72,1,62.8
289,171,120,2,26.42
290,172,73,1,67.37
291,172,31,1,214.18
292,173,26,2,26.16
293,173,134,1,18.73
294,174,43,1,88.19
295,174,63,1,52.84
296,175,81,1,68.19
297,176,108,1,32.5
298,176,11,1,755.96
299,176,53,2,85.52
300,176,18,1,753.69
301,177,62,2,117.98
302,177,15,3,767.15
303,177,27,3,229.61
304,177,5,1,458.98
305,178,106,1,236.39
306,178,131,1,21.15
307,178,97,1,30.35
308,179,126,1,12.83
309,180,111,3,61.42
310,181,70,1,87.88
311,181,22,1,436.01
312,181,10,1,838.97
313,182,38,1,204.52
314,183,85,1,26.08
315,184,49,1,78.31
316,185,71,1,107.68
317,186,12,1,291.66
318,187,135,1,16.46
319,187,76,1,55.63
320,188,85,3,26.08
321,188,120,2,26.42
322,188,57,1,57.31
323,189,124,1,26.24
324,189,65,2,95.93
325,190,61,1,101.31
326,190,39,1,86.95
327,190,75,1,78.07
328,191,48,3,21.07
329,191,119,1,14.03
330,192,87,1,36.61
331,193,72,1,62.8
332,193,57,2,57.31
333,194,84,1,42.73
334,194,28,1,120.83
335,195,132,1,13.9
336,196,37,1,189.96
337,197,93,2,52.15
338,197,4,1,658.93
339,198,10,1,838.97
340,198,124,1,26.24
341,198,56,1,32.92
342,199,2,2,181.58
343,200,79,1,16.91
344,200,117,1,91.35
345,201,35,2,141.88
346,201,20,1,612.21
347,202,21,1,80.06
348,202,86,1,45.8
349,203,80,1,32.22
350,203,110,1,281.47
351,204,62,1,117.98
352,205,84,3,42.73
353,206,53,1,85.52
354,206,139,1,10.52
355,207,62,2,117.98
356,207,74,1,31.11
357,208,69,1,88.59
358,208,111,1,61.42
359,209,94,1,24.49
360,209,45,1,89.48
361,210,113,1,251.9
362,211,108,1,32.5
363,211,91,3,43.89
364,212,97,1,30.35
365,213,38,1,204.52
366,213,69,1,88.59
367,214,131,1,21.15
368,214,24,2,36.71
369,215,65,1,95.93
370,215,96,1,41.53
371,216,40,3,231.68
372,216,130,1,38.32
373,217,74,1,31.11
374,218,60,1,67.91
375,218,46,1,72.6
376,219,71,1,107.68
377,219,117,2,91.35
378,220,66,1,28.11
379,221,127,1,31.91
380,222,39,1,86.95
381,223,140,2,30.07
382,224,125,1,28.47
383,225,41,1,98.17
384,226,44,3,99.25
385,227,133,2,8.93
386,227,31,1,214.18
387,227,119,1,14.03
388,227,36,1,147.35
389,228,123,1,7.58
390,228,107,1,274.17
391,228,64,3,110.5
392,229,60,1,67.91
393,230,121,1,34.56
394,231,24,1,36.71
395,231,96,1,41.53
396,231,133,2,8.93
397,231,105,1,100.73
398,232,12,2,291.66
399,233,120,1,26.42
400,233,105,1,100.73
401,233,7,1,828.95
402,234,79,1,16.91
403,234,116,1,293.64
404,234,53,2,85.52
405,235,42,2,79.0
406,236,28,1,120.83
407,237,2,3,181.58
408,238,38,1,204.52
409,238,1,2,238.05
410,239,86,1,45.8
411,240,55,1,37.71
412,241,98,1,61.01
413,242,86,1,45.8
414,243,111,1,61.42
415,243,40,1,231.68
416,243,126,1,12.83
417,243,25,2,142.14
418,244,131,1,21.15
419,244,76,1,55.63
420,244,8,1,734.18
421,245,54,2,92.51
422,246,90,1,36.23
423,247,20,1,612.21
424,248,68,1,64.0
425,248,92,1,75.22
426,249,60,3,67.91
427,249,90,1,36.23
428,249,59,2,85.08
429,250,34,1,167.39
430,250,130,2,38.32
431,251,63,2,52.84
432,252,109,1,40.54
433,253,1,1,238.05
434,253,135,1,16.46
435,254,115,3,48.71
436,255,22,3,436.01
437,255,119,1,14.03
438,255,37,1,189.96
439,255,83,1,62.44
440,256,133,1,8.93
441,256,98,1,61.01
442,257,82,1,74.38
443,258,63,2,52.84
444,258,6,1,745.89
445,258,28,1,120.83
446,259,22,3,436.01
447,259,106,1,236.39
448,259,21,1,80.06
449,259,113,2,251.9
450,260,34,1,167.39
451,261,107,2,274.17
452,262,45,1,89.48
453,263,69,1,88.59
454,264,134,1,18.73
455,264,54,1,92.51
456,265,104,3,60.04
457,266,76,1,55.63
458,266,86,3,45.8
459,266,83,1,62.44
460,267,24,1,36.71
461,267,10,2,838.97
462,268,1,2,238.05
463,269,6,1,745.89
464,269,31,1,214.18
465,269,1,1,238.05
466,270,72,1,62.8
467,270,114,1,53.8
468,271,25,1,142.14
469,272,11,1,755.96
470,273,101,1,150.72
471,274,122,1,28.33
472,274,84,1,42.73
473,274,28,1,120.83
474,275,30,1,49.73
475,276,70,1,87.88
476,277,45,1,89.48
477,277,69,1,88.59
478,278,14,3,665.23
479,279,111,2,61.42
480,279,35,1,141.88
481,279,64,1,110.5
482,280,31,1,214.18
483,280,58,2,38.13
484,281,105,2,100.73
485,282,80,1,32.22
486,283,85,1,26.08
487,283,12,2,291.66
488,283,11,1,755.96
489,283,78,1,69.84
490,284,65,1,95.93
491,284,92,3,75.22
492,284,38,2,204.52
493,285,54,1,92.51
494,285,81,2,68.19
495,285,14,1,665.23
496,286,109,1,40.54
497,287,3,2,498.85
498,287,32,1,127.35
499,287,53,1,85.52
500,288,113,2,251.9
501,289,86,1,45.8
502,290,69,1,88.59
503,290,53,1,85.52
504,291,85,1,26.08
505,292,77,1,63.71
506,293,116,1,293.64
507,294,36,2,147.35
508,295,61,3,101.31
509,295,62,1,117.98
510,296,85,1,26.08
511,296,118,1,24.31
512,297,20,1,612.21
513,298,112,2,294.2
514,298,126,1,12.83
515,298,19,2,648.16
516,299,65,1,95.93
517,300,70,1,87.88
518,300,45,2,89.48
519,300,55,3,37.71
520,300,62,2,117.98
521,301,85,2,26.08
522,302,4,1,658.93
523,302,125,1,28.47
524,302,36,1,147.35
525,303,139,1,10.52
526,304,11,1,755.96
527,304,27,3,229.61
528,304,9,2,862.58
529,304,111,1,61.42
530,305,126,1,12.83
531,306,21,1,80.06
532,306,10,2,838.97
533,307,55,1,37.71
534,308,54,1,92.51
535,308,22,1,436.01
536,308,93,1,52.15
537,309,123,1,7.58
538,310,62,3,117.98
539,310,49,1,78.31
540,311,29,1,179.49
541,311,42,2,79.0
542,311,131,1,21.15
543,311,116,2,293.64
544,312,30,1,49.73
545,313,101,2,150.72
546,314,52,1,53.34
547,315,23,2,69.11
548,315,127,2,31.91
549,315,52,1,53.34
550,315,129,1,6.32
551,316,67,1,102.28
552,317,80,1,32.22
553,317,40,1,231.68
554,318,96,3,41.53
555,319,39,1,86.95
556,319,135,1,16.46
557,320,133,2,8.93
558,320,118,1,24.31
559,321,46,1,72.6
560,321,50,1,22.37
561,321,26,1,26.16
562,322,76,1,55.63
563,323,81,2,68.19
564,323,28,2,120.83
565,324,104,3,60.04
566,325,112,1,294.2
567,326,102,1,178.7
568,326,48,1,21.07
569,326,110,1,281.47
570,327,8,1,734.18
571,328,122,1,28.33
572,328,16,1,747.89
573,329,27,2,229.61
574,330,58,1,38.13
575,330,85,2,26.08
576,331,35,1,141.88
577,331,140,1,30.07
578,331,69,1,88.59
579,332,15,1,767.15
580,332,22,1,436.01
581,332,28,1,120.83
582,333,38,1,204.52
583,333,75,2,78.07
584,334,61,1,101.31
585,334,45,1,89.48
586,334,40,1,231.68
587,335,102,1,178.7
588,335,107,1,274.17
589,336,137,2,32.97
590,337,71,1,107.68
591,338,2,1,181.58
592,338,99,1,27.32
593,339,98,1,61.01
594,339,29,1,179.49
595,339,139,2,10.52
596,340,36,1,147.35
597,340,45,1,89.48
598,341,70,1,87.88
599,342,127,1,31.91
600,343,73,1,67.37
601,343,76,2,55.63
602,344,21,1,80.06
603,345,46,2,72.6
604,346,114,1,53.8
605,347,69,1,88.59
606,347,77,1,63.71
607,348,73,1,67.37
608,349,50,1,22.37
609,350,40,1,231.68
610,350,95,1,44.01
611,350,127,1,31.91
612,351,4,1,658.93
613,352,40,1,231.68
614,353,6,1,745.89
615,353,7,1,828.95
616,353,47,1,116.51
617,353,74,1,31.11
618,354,36,2,147.35
619,354,14,1,665.23
620,355,63,1,52.84
621,356,104,1,60.04
622,357,29,2,179.49
623,358,96,1,41.53
624,358,25,1,142.14
625,359,7,2,828.95
626,359,38,1,204.52
627,360,90,2,36.23
628,361,121,1,34.56
629,362,45,1,89.48
630,362,59,1,85.08
631,362,107,1,274.17
632,362,37,1,189.96
633,363,78,1,69.84
634,364,17,1,593.52
635,365,114,1,53.8
636,366,79,2,16.91
637,367,136,1,16.13
638,368,125,1,28.47
639,368,119,2,14.03
640,368,35,1,141.88
641,368,62,1,117.98
642,369,56,1,32.92
643,369,14,1,665.23
644,370,20,1,612.21
645,370,38,1,204.52
646,370,50,1,22.37
647,371,65,2,95.93
648,371,114,1,53.8
649,371,58,1,38.13
650,372,126,1,12.83
651,372,112,1,294.2
652,372,118,1,24.31
653,372,123,1,7.58
654,373,108,1,32.5
655,374,74,1,31.11
656,374,20,1,612.21
657,375,56,2,32.92
658,375,24,1,36.71
659,376,139,1,10.52
660,377,82,1,74.38
661,378,14,1,665.23
662,379,58,1,38.13
663,380,127,2,31.91
664,380,74,1,31.11
665,380,25,1,142.14
666,381,34,1,167.39
667,381,134,1,18.73
668,381,71,1,107.68
669,382,64,1,110.5
670,382,10,2,838.97
671,382,41,2,98.17
672,383,77,1,63.71
673,384,121,1,34.56
674,384,120,1,26.42
675,384,32,3,127.35
676,385,11,1,755.96
677,386,65,1,95.93
678,387,77,3,63.71
679,387,6,1,745.89
680,388,99,2,27.32
681,389,86,1,45.8
682,389,32,1,127.35
683,389,104,1,60.04
684,389,57,1,57.31
685,390,65,1,95.93
686,390,117,2,91.35
687,391,85,1,26.08
688,391,3,2,498.85
689,392,92,1,75.22
690,393,24,1,36.71
691,394,78,1,69.84
692,394,11,1,755.96
693,395,20,1,612.21
694,395,15,3,767.15
695,396,125,1,28.47
696,397,3,1,498.85
697,398,136,2,16.13
698,399,27,1,229.61
699,399,61,1,101.31
700,400,55,1,37.71
701,401,54,1,92.51
702,402,94,2,24.49
703,403,113,1,251.9
704,403,84,3,42.73
705,403,12,1,291.66
706,403,25,3,142.14
707,404,67,1,102.28
708,404,72,1,62.8
709,405,115,1,48.71
710,405,127,1,31.91
711,405,56,1,32.92
712,406,26,1,26.16
713,406,57,1,57.31
714,407,87,1,36.61
715,408,76,1,55.63
716,409,34,1,167.39
717,409,82,1,74.38
718,409,44,1,99.25
719,410,138,1,27.96
720,411,68,1,64.0
721,412,29,1,179.49
722,412,56,1,32.92
723,412,123,1,7.58
724,413,54,1,92.51
725,413,85,1,26.08
726,414,53,2,85.52
727,414,84,2,42.73
728,415,7,2,828.95
729,415,54,1,92.51
730,416,24,1,36.71
731,416,58,1,38.13
732,417,86,1,45.8
733,418,135,1,16.46
734,418,2,1,181.58
735,418,86,1,45.8
736,419,139,1,10.52
737,420,67,1,102.28
738,420,16,2,747.89
739,421,102,1,178.7
740,422,131,2,21.15
741,423,71,1,107.68
742,424,8,3,734.18
743,424,63,1,52.84
744,424,75,1,78.07
745,424,57,2,57.31
746,425,63,2,52.84
747,426,52,1,53.34
748,427,48,1,21.07
749,428,101,1,150.72
750,428,133,1,8.93
751,429,10,2,838.97
752,430,8,1,734.18
753,430,10,1,838.97
754,430,13,1,189.93
755,431,118,1,24.31
756,432,130,1,38.32
757,432,122,1,28.33
758,432,119,1,14.03
759,432,56,1,32.92
760,433,75,2,78.07
761,433,113,1,251.9
762,433,81,1,68.19
763,434,1,1,238.05
764,434,67,1,102.28
765,435,50,1,22.37
766,435,2,2,181.58
767,435,58,1,38.13
768,436,9,1,862.58
769,437,44,2,99.25
770,437,48,1,21.07
771,438,39,1,86.95
772,439,34,2,167.39
773,440,45,1,89.48
774,440,101,1,150.72
775,440,116,1,293.64
776,440,35,1,141.88
777,441,78,1,69.84
778,441,127,1,31.91
779,441,11,1,755.96
780,442,111,1,61.42
781,442,1,1,238.05
782,443,4,1,658.93
783,443,71,1,107.68
784,444,64,1,110.5
785,444,125,1,28.47
786,444,3,1,498.85
787,445,7,1,828.95
788,445,71,1,107.68
789,446,130,1,38.32
790,446,132,2,13.9
791,447,66,2,28.11
792,448,81,1,68.19
793,449,98,1,61.01
794,450,53,1,85.52
795,451,2,1,181.58
796,451,20,1,612.21
797,452,82,1,74.38
798,453,66,1,28.11
799,454,43,1,88.19
800,454,36,1,147.35
801,455,125,1,28.47
802,455,115,1,48.71
803,456,114,2,53.8
804,457,68,2,64.0
805,458,76,1,55.63
806,458,108,1,32.5
807,459,55,1,37.71
808,460,53,1,85.52
809,461,44,2,99.25
810,462,114,2,53.8
811,463,68,1,64.0
812,463,9,3,862.58
813,463,47,1,116.51
814,464,82,1,74.38
815,465,95,2,44.01
816,466,79,1,16.91
817,467,74,1,31.11
818,468,44,1,99.25
819,469,87,1,36.61
820,469,11,2,755.96
821,469,3,1,498.85
822,469,23,1,69.11
823,470,13,1,189.93
824,470,86,1,45.8
825,470,41,1,98.17
826,470,14,1,665.23
827,471,138,1,27.96
828,471,54,3,92.51
829,472,74,3,31.11
830,473,53,1,85.52
831,474,42,2,79.0
832,475,138,1,27.96
833,475,46,2,72.6
834,476,110,1,281.47
835,476,34,1,167.39
836,476,32,1,127.35
837,477,109,1,40.54
838,478,140,1,30.07
839,479,2,1,181.58
840,479,56,1,32.92
841,479,137,2,32.97
842,480,92,1,75.22
843,480,87,1,36.61
844,480,55,2,37.71
845,481,127,1,31.91
846,481,61,2,101.31
847,481,132,1,13.9
848,482,43,1,88.19
849,482,123,1,7.58
850,482,77,1,63.71
851,482,128,1,27.31
852,483,61,1,101.31
853,483,137,1,32.97
854,484,88,1,71.77
855,484,128,1,27.31
856,485,47,1,116.51
857,486,72,1,62.8
858,486,19,2,648.16
859,487,25,2,142.14
860,487,127,2,31.91
861,487,47,3,116.51
862,487,84,1,42.73
863,488,7,1,828.95
864,488,96,2,41.53
865,488,36,1,147.35
866,488,129,1,6.32
867,489,34,2,167.39
868,490,28,1,120.83
869,490,130,1,38.32
870,490,99,1,27.32
871,491,104,2,60.04
872,492,129,1,6.32
873,493,111,1,61.42
874,494,139,2,10.52
875,495,61,1,101.31
876,496,88,1,71.77
877,497,58,2,38.13
878,497,11,1,755.96
879,498,83,1,62.44
880,498,52,1,53.34
881,498,9,1,862.58
882,499,17,1,593.52
883,500,78,1,69.84
884,501,63,2,52.84
885,502,62,2,117.98
886,502,131,1,21.15
887,502,136,1,16.13
888,502,22,1,436.01
889,503,83,2,62.44
890,503,61,1,101.31
891,504,85,1,26.08
892,504,58,1,38.13
893,505,138,2,27.96
894,505,2,1,181.58
895,505,31,3,214.18
896,505,73,1,67.37
897,506,140,2,30.07
898,506,63,1,52.84
899,507,58,2,38.13
900,508,28,1,120.83
901,508,113,1,251.9
902,508,94,1,24.49
903,509,24,2,36.71
904,510,65,2,95.93
905,511,31,1,214.18
906,511,46,1,72.6
907,512,73,1,67.37
908,512,61,1,101.31
909,513,106,1,236.39
910,513,53,1,85.52
911,514,67,1,102.28
912,514,101,1,150.72
913,515,119,2,14.03
914,516,37,1,189.96
915,516,87,1,36.61
916,517,43,1,88.19
917,517,105,1,100.73
918,517,5,1,458.98
919,518,91,1,43.89
920,518,16,1,747.89
921,519,43,1,88.19
922,519,8,1,734.18
923,520,33,1,146.31
924,520,72,3,62.8
925,520,98,1,61.01
926,521,52,2,53.34
927,522,120,1,26.42
928,523,18,1,753.69
929,524,71,1,107.68
930,525,96,1,41.53
931,526,16,1,747.89
932,526,33,1,146.31
933,527,42,1,79.0
934,528,87,2,36.61
935,528,129,1,6.32
936,528,121,1,34.56
937,529,16,1,747.89
938,529,81,1,68.19
939,530,56,1,32.92
940,531,47,2,116.51
941,531,107,2,274.17
942,531,59,1,85.08
943,532,140,2,30.07
944,533,27,1,229.61
945,534,91,2,43.89
946,534,62,2,117.98
947,534,104,3,60.04
948,535,132,1,13.9
949,536,71,1,107.68
950,537,129,1,6.32
951,538,18,2,753.69
952,539,81,1,68.19
953,540,130,2,38.32
954,540,44,1,99.25
955,541,58,1,38.13
956,542,84,1,42.73
957,543,21,1,80.06
958,543,89,1,48.84
959,543,75,1,78.07
960,544,110,2,281.47
961,545,3,1,498.85
962,545,116,1,293.64
963,546,41,2,98.17
964,547,16,1,747.89
965,547,42,1,79.0
966,547,95,1,44.01
967,547,8,1,734.18
968,548,16,1,747.89
969,549,118,2,24.31
970,550,8,1,734.18
971,551,115,1,48.71
972,552,119,1,14.03
973,553,91,2,43.89
974,554,15,1,767.15
975,555,36,2,147.35
976,555,34,1,167.39
977,556,85,1,26.08
978,557,106,1,236.39
979,557,41,1,98.17
980,558,39,1,86.95
981,559,131,1,21.15
982,560,65,1,95.93
983,561,97,1,30.35
984,562,79,1,16.91
985,562,37,1,189.96
986,563,69,1,88.59
987,563,83,1,62.44
988,564,28,1,120.83
989,565,101,1,150.72
990,565,59,1,85.08
991,566,103,1,211.32
992,566,112,1,294.2
993,566,33,1,146.31
994,566,87,2,36.61
995,567,13,1,189.93
996,568,95,2,44.01
997,569,36,2,147.35
998,569,48,1,21.07
999,569,56,3,32.92
1000,569,6,2,745.89
1001,570,61,1,101.31
1002,571,27,1,229.61
1003,572,81,2,68.19
1004,573,56,1,32.92
1005,573,13,1,189.93
1006,573,81,1,68.19
1007,573,80,1,32.22
1008,574,111,1,61.42
1009,575,13,1,189.93
1010,575,131,2,21.15
1011,575,5,1,458.98
1012,576,104,1,60.04
1013,577,11,1,755.96
1014,578,98,1,61.01
1015,578,52,1,53.34
1016,579,27,1,229.61
1017,580,138,2,27.96
1018,580,57,1,57.31
1019,581,118,2,24.31
1020,582,132,1,13.9
1021,582,114,1,53.8
1022,582,112,1,294.2
1023,583,136,1,16.13
1024,583,18,1,753.69
1025,583,131,1,21.15
1026,584,136,1,16.13
1027,584,98,1,61.01
1028,584,34,1,167.39
1029,584,105,1,100.73
1030,585,117,1,91.35
1031,585,15,1,767.15
1032,586,126,1,12.83
1033,586,104,1,60.04
1034,587,53,1,85.52
1035,588,93,1,52.15
1036,589,54,1,92.51
1037,589,43,1,88.19
1038,590,131,1,21.15
1039,591,62,1,117.98
1040,591,102,1,178.7
1041,592,55,1,37.71
1042,593,11,1,755.96
1043,593,110,2,281.47
1044,594,123,2,7.58
1045,594,1,1,238.05
1046,595,18,1,753.69
1047,596,126,2,12.83
1048,596,10,1,838.97
1049,596,16,2,747.89
1050,597,67,1,102.28
1051,598,130,2,38.32
1052,599,2,2,181.58
1053,599,105,1,100.73
1054,599,86,1,45.8
1055,600,116,1,293.64
1056,600,18,1,753.69
1057,601,121,1,34.56
1058,601,123,1,7.58
1059,602,43,1,88.19
1060,602,131,1,21.15
1061,603,30,2,49.73
1062,604,61,1,101.31
1063,604,100,1,143.49
1064,604,72,1,62.8
1065,605,48,1,21.07
1066,606,78,1,69.84
1067,607,11,1,755.96
1068,608,83,1,62.44
1069,609,74,1,31.11
1070,610,19,3,648.16
1071,611,33,1,146.31
1072,612,62,1,117.98
1073,612,120,1,26.42
1074,612,134,1,18.73
1075,612,55,1,37.71
1076,613,65,1,95.93
1077,614,35,1,141.88
1078,614,69,1,88.59
1079,615,59,1,85.08
1080,616,9,2,862.58
1081,617,134,1,18.73
1082,618,132,1,13.9
1083,618,66,1,28.11
1084,619,96,3,41.53
1085,620,31,2,214.18
1086,621,30,1,49.73
1087,621,65,1,95.93
1088,622,123,1,7.58
1089,623,1,1,238.05
1090,623,56,1,32.92
1091,624,119,3,14.03
1092,624,111,2,61.42
1093,625,77,1,63.71
1094,626,78,2,69.84
1095,627,40,3,231.68
1096,628,10,1,838.97
1097,629,107,2,274.17
1098,630,38,1,204.52
1099,631,103,1,211.32
1100,631,133,2,8.93
1101,632,105,3,100.73
1102,632,27,3,229.61
1103,633,106,2,236.39
1104,633,102,1,178.7
1105,634,57,2,57.31
1106,635,91,1,43.89
1107,635,3,1,498.85
1108,635,29,1,179.49
1109,635,118,1,24.31
1110,636,84,1,42.73
1111,636,28,1,120.83
1112,637,49,2,78.31
1113,638,71,1,107.68
1114,638,8,1,734.18
1115,638,116,1,293.64
1116,638,72,1,62.8
1117,639,51,1,61.56
1118,640,38,1,204.52
1119,640,8,1,734.18
1120,641,99,1,27.32
1121,641,138,2,27.96
1122,642,13,1,189.93
1123,642,52,1,53.34
1124,642,102,1,178.7
1125,642,15,1,767.15
1126,643,122,1,28.33
1127,644,45,1,89.48
1128,644,21,2,80.06
1129,645,14,1,665.23
1130,645,133,1,8.93
1131,646,74,1,31.11
1132,646,51,2,61.56
1133,646,9,2,862.58
1134,647,45,1,89.48
1135,647,51,2,61.56
1136,647,107,1,274.17
1137,647,109,1,40.54
1138,648,97,1,30.35
1139,649,44,2,99.25
1140,649,40,1,231.68
1141,649,88,1,71.77
1142,650,32,1,127.35
1143,650,105,2,100.73
1144,650,44,3,99.25
1145,651,55,2,37.71
1146,651,126,1,12.83
1147,652,51,3,61.56
1148,652,115,1,48.71
1149,652,55,2,37.71
1150,653,98,3,61.01
